ID,comment,sentiment
8648,I think the packaging is poor. Save your money.,Negative
8649,This item feels great. Very satisfied.,Positive
8650,Customer support seems truly useless. Do not buy.,Negative
8651,Delivery seems truly normal. Serves its purpose.,Neutral
8652,The price is somewhat subpar. Save your money.,Negative
8653,I think customer support proved to be perfect. Highly recommended!,Positive
8654,I think the product proved to be brilliant. Exceeded expectations.,Positive
8655,My experience feels poor. Do not buy.,Negative
8656,I think customer support proved to be superb. Very satisfied.,Positive
8657,The quality proved to be terrible. Total waste of money.,Negative
8658,I think the product feels fantastic. Exceeded expectations.,Positive
8659,The packaging seems extremely amazing. Very satisfied.,Positive
8660,The service is extremely terrible. Do not buy.,Negative
8661,The packaging proved to be fair. Serves its purpose.,Neutral
8662,I think customer support is terrible. I hate it.,Negative
8663,I think the price proved to be dreadful. Very frustrated.,Negative
8664,I think the packaging seems stellar. Will buy again.,Positive
8665,I think this item proved to be excellent. Highly recommended!,Positive
8666,The service is really excellent. Will buy again.,Positive
8667,The price looks terrible. Total waste of money.,Negative
8668,The design seems fairly awful. Do not buy.,Negative
8669,The quality seems awesome. Very satisfied.,Positive
8670,The product feels subpar. Very frustrated.,Negative
8671,Customer support feels absolutely awful. Very frustrated.,Negative
8672,The price proved to be somewhat terrible. Save your money.,Negative
8673,Customer support feels awful. Will return it.,Negative
8674,The packaging was dreadful. Save your money.,Negative
8675,The packaging seems totally superb. Will buy again.,Positive
8676,I think my experience is poor. I hate it.,Negative
8677,"Delivery was mediocre. Not bad, not great.",Neutral
8678,The price looks really disappointing. Very frustrated.,Negative
8679,The design was perfect. Best purchase ever.,Positive
8680,The product was useless. Save your money.,Negative
8681,I think the product looks fantastic. Will buy again.,Positive
8682,Delivery is fairly terrible. Save your money.,Negative
8683,The packaging seems truly horrible. I hate it.,Negative
8684,The design proved to be really horrible. Save your money.,Negative
8685,I think customer support seems subpar. Save your money.,Negative
8686,The service looks subpar. Save your money.,Negative
8687,I think the product was terrible. Save your money.,Negative
8688,Customer support looks great. Exceeded expectations.,Positive
8689,I think the design was subpar. Will return it.,Negative
8690,The service seems subpar. Save your money.,Negative
8691,I think this item feels useless. Very frustrated.,Negative
8692,The packaging was extremely dreadful. I hate it.,Negative
8693,I think the product feels disappointing. Will return it.,Negative
8694,I think the packaging seems standard. It does the job.,Neutral
8695,I think the design feels awful. Will return it.,Negative
8696,The price was quite perfect. Exceeded expectations.,Positive
8697,The quality was truly poor. Save your money.,Negative
8698,I think the packaging feels regular. As expected.,Neutral
8699,My experience seems really awful. Total waste of money.,Neutral
8700,The design feels awesome. Best purchase ever.,Positive
8701,The price looks disappointing. Will return it.,Negative
8702,I think delivery looks great. Very satisfied.,Positive
8703,I think the quality seems awesome. I love it.,Positive
8704,Customer support looks extremely worst. I hate it.,Negative
8705,I think the product is subpar. Very frustrated.,Negative
8706,The design proved to be totally fantastic. Will buy again.,Positive
8707,I think the product proved to be excellent. Exceeded expectations.,Negative
8708,I think the packaging proved to be amazing. Very satisfied.,Positive
8709,Delivery was somewhat horrible. Total waste of money.,Negative
8710,I think this item proved to be fantastic. Very satisfied.,Positive
8711,The quality was quite terrible. Will return it.,Negative
8712,The quality feels absolutely perfect. Will buy again.,Positive
8713,I think the packaging seems disappointing. Save your money.,Negative
8714,I think the price seems amazing. Best purchase ever.,Positive
8715,My experience seems wonderful. Highly recommended!,Positive
8716,This item looks mediocre. It does the job.,Neutral
8717,The price was extremely dreadful. Total waste of money.,Negative
8718,I think customer support seems terrible. Do not buy.,Negative
8719,The price is fairly terrible. I hate it.,Negative
8720,The design seems subpar. Very frustrated.,Negative
8721,The product seems typical. It does the job.,Neutral
8722,Delivery feels absolutely fine. Nothing special.,Neutral
8723,The design proved to be somewhat superb. Will buy again.,Positive
8724,The product is horrible. Do not buy.,Negative
8725,My experience was regular. Might buy again.,Neutral
8726,The design was useless. Will return it.,Positive
8727,I think the service feels excellent. Highly recommended!,Positive
8728,The price seems extremely superb. Will buy again.,Positive
8729,The design is completely great. Best purchase ever.,Positive
8730,Customer support feels extremely stellar. Exceeded expectations.,Positive
8731,I think delivery was stellar. Will buy again.,Positive
8732,The price was fairly worst. Save your money.,Negative
8733,The price was fair. Might buy again.,Neutral
8734,The design feels bad. Very frustrated.,Negative
8735,I think my experience proved to be disappointing. Very frustrated.,Negative
8736,This item seems superb. Exceeded expectations.,Positive
8737,I think the product was fine. It does the job.,Neutral
8738,The price looks truly stellar. Will buy again.,Neutral
8739,The price proved to be horrible. Will return it.,Negative
8740,Delivery feels disappointing. Save your money.,Negative
8741,The product is absolutely awful. Do not buy.,Neutral
8742,The packaging proved to be truly wonderful. I love it.,Positive
8743,My experience looks extremely dreadful. Save your money.,Positive
8744,I think the price proved to be bad. Total waste of money.,Negative
8745,The product looks extremely subpar. Very frustrated.,Negative
8746,My experience proved to be really poor. Very frustrated.,Negative
8747,My experience was stellar. Will buy again.,Positive
8748,Customer support is superb. Very satisfied.,Positive
8749,The packaging seems dreadful. Will return it.,Negative
8750,The design proved to be brilliant. I love it.,Positive
8751,I think customer support is worst. Total waste of money.,Negative
8752,The product feels subpar. Do not buy.,Negative
8753,The price looks completely awesome. Will buy again.,Positive
8754,I think the quality looks useless. Will return it.,Negative
8755,Delivery was absolutely wonderful. Highly recommended!,Positive
8756,I think the price seems terrible. I hate it.,Negative
8757,Delivery is subpar. Very frustrated.,Negative
8758,I think my experience seems disappointing. Will return it.,Positive
8759,I think the quality feels awful. Will return it.,Negative
8760,The price feels really great. I love it.,Positive
8761,Delivery is disappointing. Total waste of money.,Negative
8762,The design looks completely amazing. I love it.,Positive
8763,"I think delivery is mediocre. Not bad, not great.",Neutral
8764,I think the design feels awesome. Best purchase ever.,Positive
8765,Delivery seems completely fantastic. Exceeded expectations.,Positive
8766,The quality seems superb. Highly recommended!,Positive
8767,The packaging feels completely poor. Will return it.,Negative
8768,Delivery proved to be poor. Do not buy.,Negative
8769,My experience seems stellar. Best purchase ever.,Positive
8770,I think delivery was horrible. Very frustrated.,Negative
8771,The design feels fairly awful. Do not buy.,Negative
8772,I think delivery is subpar. Very frustrated.,Negative
8773,I think the design seems superb. I love it.,Neutral
8774,This item is totally subpar. Will return it.,Negative
8775,I think the quality is subpar. Total waste of money.,Negative
8776,I think customer support was great. Exceeded expectations.,Positive
8777,The product was completely disappointing. Save your money.,Negative
8778,I think my experience looks excellent. Very satisfied.,Positive
8779,This item was fair. It does the job.,Neutral
8780,The design was quite mediocre. Serves its purpose.,Neutral
8781,I think the product proved to be bad. I hate it.,Positive
8782,I think the quality was awful. Very frustrated.,Negative
8783,The packaging feels standard. Might buy again.,Neutral
8784,The design looks totally superb. Exceeded expectations.,Positive
