ID,comment,sentiment
10765,I think the product seems subpar. Will return it.,Negative
10766,I think customer support looks subpar. Will return it.,Negative
10767,I think the price was excellent. Best purchase ever.,Positive
10768,The service was horrible. Total waste of money.,Negative
10769,This item feels stellar. Very satisfied.,Positive
10770,I think the product is wonderful. Will buy again.,Positive
10771,I think customer support proved to be awesome. Best purchase ever.,Positive
10772,This item was worst. Save your money.,Negative
10773,The price is fairly subpar. I hate it.,Negative
10774,This item is really okay. As expected.,Neutral
10775,The packaging was awful. Total waste of money.,Negative
10776,The service is awesome. Highly recommended!,Positive
10777,Delivery looks very perfect. Exceeded expectations.,Positive
10778,This item was truly dreadful. Total waste of money.,Negative
10779,The quality is very useless. Will return it.,Negative
10780,The quality proved to be absolutely acceptable. It does the job.,Neutral
10781,This item seems disappointing. Total waste of money.,Negative
10782,My experience proved to be bad. I hate it.,Negative
10783,I think the product feels awful. Very frustrated.,Negative
10784,The service looks completely disappointing. I hate it.,Negative
10785,The price seems fair. It does the job.,Neutral
10786,The service proved to be awful. I hate it.,Negative
10787,The design feels fine. Nothing special.,Neutral
10788,This item is awful. Save your money.,Negative
10789,Delivery was absolutely bad. Total waste of money.,Negative
10790,I think the design was great. Will buy again.,Negative
10791,My experience looks really great. Will buy again.,Positive
10792,The price looks subpar. Total waste of money.,Negative
10793,The price was stellar. Highly recommended!,Positive
10794,This item was somewhat average. It does the job.,Neutral
10795,The price feels completely brilliant. I love it.,Positive
10796,The design is very fantastic. Very satisfied.,Positive
10797,My experience seems superb. Highly recommended!,Positive
10798,I think the price feels brilliant. Exceeded expectations.,Positive
10799,I think delivery is stellar. Best purchase ever.,Positive
10800,I think the price feels awful. Save your money.,Negative
10801,The product looks really dreadful. I hate it.,Positive
10802,I think the price is perfect. Highly recommended!,Positive
10803,The design seems amazing. Will buy again.,Positive
10804,My experience proved to be truly fantastic. I love it.,Positive
10805,The service is normal. Serves its purpose.,Neutral
10806,The packaging is excellent. I love it.,Positive
10807,Customer support looks awful. I hate it.,Negative
10808,The product feels absolutely superb. Very satisfied.,Positive
10809,The design feels perfect. Very satisfied.,Positive
10810,I think the price looks awesome. Very satisfied.,Positive
10811,I think the design proved to be dreadful. I hate it.,Negative
10812,I think the packaging feels wonderful. Exceeded expectations.,Negative
10813,I think my experience was fantastic. Best purchase ever.,Positive
10814,This item proved to be very superb. Exceeded expectations.,Positive
10815,Delivery feels very standard. Might buy again.,Neutral
10816,My experience proved to be subpar. I hate it.,Negative
10817,I think delivery feels dreadful. Do not buy.,Negative
10818,The price looks very stellar. Very satisfied.,Positive
10819,I think this item was excellent. Exceeded expectations.,Positive
10820,The packaging proved to be extremely worst. Will return it.,Negative
10821,I think the product seems okay. Nothing special.,Positive
10822,I think the quality looks horrible. Will return it.,Negative
10823,Customer support feels average. Nothing special.,Neutral
10824,I think delivery looks perfect. I love it.,Positive
10825,My experience proved to be perfect. Will buy again.,Positive
10826,This item was poor. I hate it.,Negative
10827,The quality looks excellent. Highly recommended!,Positive
10828,My experience looks somewhat fantastic. Highly recommended!,Positive
10829,The packaging seems standard. Might buy again.,Neutral
10830,I think the quality is typical. It does the job.,Neutral
10831,The product is excellent. Will buy again.,Positive
10832,The service looks fairly amazing. I love it.,Positive
10833,I think the product looks stellar. Highly recommended!,Positive
10834,I think the price seems fair. It does the job.,Neutral
10835,Customer support looks truly terrible. Save your money.,Positive
10836,I think the price looks poor. Total waste of money.,Negative
10837,I think the service was stellar. Highly recommended!,Positive
10838,I think the service looks poor. Will return it.,Negative
10839,The packaging seems brilliant. I love it.,Positive
10840,The quality feels completely poor. Do not buy.,Neutral
10841,The service seems totally worst. Save your money.,Negative
10842,I think the packaging looks fantastic. Highly recommended!,Positive
10843,My experience looks somewhat amazing. Will buy again.,Positive
10844,The quality is quite average. As expected.,Neutral
10845,I think the design feels useless. Very frustrated.,Negative
10846,I think the service seems great. Best purchase ever.,Positive
10847,I think customer support seems standard. As expected.,Neutral
10848,The design proved to be quite poor. I hate it.,Negative
10849,My experience feels quite terrible. I hate it.,Negative
10850,This item looks completely dreadful. Will return it.,Negative
10851,The product feels bad. Very frustrated.,Negative
10852,The packaging proved to be extremely dreadful. Will return it.,Negative
10853,The design is extremely typical. Serves its purpose.,Neutral
10854,Delivery was fairly terrible. Save your money.,Negative
10855,My experience was completely terrible. Will return it.,Negative
10856,Delivery feels absolutely wonderful. I love it.,Positive
10857,I think the price was disappointing. Very frustrated.,Negative
10858,The quality feels worst. Total waste of money.,Negative
10859,I think the product looks worst. I hate it.,Negative
10860,I think the packaging seems superb. Best purchase ever.,Positive
10861,The design is brilliant. Exceeded expectations.,Positive
10862,I think customer support looks amazing. Highly recommended!,Positive
10863,I think the packaging proved to be excellent. Best purchase ever.,Positive
10864,I think the product seems horrible. Do not buy.,Negative
10865,This item feels worst. Very frustrated.,Negative
10866,I think the service feels brilliant. Highly recommended!,Positive
10867,Delivery seems superb. Highly recommended!,Positive
10868,I think the price is regular. Serves its purpose.,Neutral
10869,Customer support is terrible. Will return it.,Negative
10870,The packaging looks great. I love it.,Positive
10871,The product was excellent. Very satisfied.,Positive
10872,The design seems extremely terrible. I hate it.,Negative
10873,Delivery proved to be excellent. I love it.,Positive
10874,The design proved to be useless. Total waste of money.,Negative
10875,I think the packaging looks awesome. I love it.,Positive
10876,The product feels standard. It does the job.,Neutral
10877,Customer support looks fairly awesome. Exceeded expectations.,Positive
10878,My experience was fairly horrible. Will return it.,Negative
10879,I think this item was dreadful. Do not buy.,Negative
10880,The design looks fairly average. Serves its purpose.,Neutral
10881,The product looks absolutely amazing. Highly recommended!,Positive
10882,"The design is quite regular. Not bad, not great.",Neutral
10883,The product feels subpar. Will return it.,Negative
10884,I think my experience feels mediocre. Might buy again.,Neutral
10885,I think delivery was average. Might buy again.,Neutral
10886,The price feels standard. It does the job.,Neutral
10887,Customer support seems stellar. Very satisfied.,Positive
10888,My experience was fairly brilliant. Very satisfied.,Positive
10889,"The packaging is fairly okay. Not bad, not great.",Neutral
10890,The design proved to be horrible. Total waste of money.,Negative
10891,The product proved to be useless. Will return it.,Negative
10892,Delivery proved to be brilliant. Exceeded expectations.,Positive
10893,"The price proved to be fairly normal. Not bad, not great.",Neutral
10894,I think my experience looks bad. Save your money.,Negative
